path,methods,handler,line,product_area,surface,auth_decorators,has_auth_decorator,render,render_detail,alias_of,alias_count
/admin/ai-command-center,GET,admin_ai_command_center_page,91572,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/ai-command-center/<section_key>,GET,admin_ai_command_center_section_page,91610,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/ai-usage,GET,admin_ai_usage_page,23539,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/alert-delivery,GET,admin_alert_delivery_page,34431,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/alerts,GET,admin_alerts_page,23654,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/analytics,GET,admin_analytics_page,24288,Operations / Admin,admin,,False,other,,,1
/admin/analytics/export/<kind>,GET,admin_analytics_export,24357,Operations / Admin,admin,,False,other,,,1
/admin/approvals,"GET,POST",admin_approvals_page,92261,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/arena,GET,admin_arena_page,30108,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/arena-games,GET,admin_arena_games_page,30148,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/arena-world,GET,admin_arena_world_page,30342,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/arena/events,POST,admin_arena_create_event,30320,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/audit,GET,admin_audit_alias_page,24183,Operations / Admin,admin,,False,other,,,1
/admin/audit-logs,GET,admin_audit_logs_page,16612,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/audit-logs/export.csv,GET,admin_audit_logs_export_csv,16681,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/billing/recalculate,POST,admin_billing_recalculate_page,18554,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/bootstrap-owner,GET,admin_bootstrap_owner_page,14583,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/brevo/resync,POST,admin_brevo_resync,24379,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/ad-sets,GET,admin_business_os_advertising_list_ad_sets,19585,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/ad-sets/<ad_set_id>,GET,admin_business_os_advertising_get_ad_set,19597,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/ad-sets/<ad_set_id>/review,POST,admin_business_os_advertising_review_ad_set,19608,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/advertisers,GET,admin_business_os_advertising_list_advertisers,19334,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/advertisers/<user_id>,GET,admin_business_os_advertising_get_advertiser,19346,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/advertisers/<user_id>/lift-restriction,POST,admin_business_os_advertising_lift_restriction,20063,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/advertisers/<user_id>/restrict,POST,admin_business_os_advertising_restrict_advertiser,20039,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/advertisers/<user_id>/status,POST,admin_business_os_advertising_set_advertiser_status,19357,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/appeals,GET,admin_business_os_advertising_list_appeals,20088,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/appeals/<appeal_id>/resolve,POST,admin_business_os_advertising_resolve_appeal,20103,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/billing-events,GET,admin_business_os_advertising_billing_events,19951,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/campaigns,GET,admin_business_os_advertising_list_campaigns,19421,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/campaigns/<campaign_id>,GET,admin_business_os_advertising_get_campaign,19435,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/campaigns/<campaign_id>/billing,GET,admin_business_os_advertising_billing_summary,19939,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/campaigns/<campaign_id>/flagged,GET,admin_business_os_advertising_flagged_events,19978,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/campaigns/<campaign_id>/fraud,GET,admin_business_os_advertising_fraud_summary,19967,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/campaigns/<campaign_id>/funding,GET,admin_business_os_advertising_get_funding,19461,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/campaigns/<campaign_id>/operational,GET,admin_business_os_advertising_get_operational,19496,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/campaigns/<campaign_id>/operational/cancel,POST,admin_business_os_advertising_op_cancel,19532,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/campaigns/<campaign_id>/operational/complete,POST,admin_business_os_advertising_op_complete,19555,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/campaigns/<campaign_id>/operational/pause,POST,admin_business_os_advertising_op_pause,19509,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/campaigns/<campaign_id>/review,POST,admin_business_os_advertising_review_campaign,19390,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/campaigns/<campaign_id>/spend/halt,POST,admin_business_os_advertising_spend_halt,19992,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/campaigns/<campaign_id>/spend/lift,POST,admin_business_os_advertising_spend_lift,20015,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/clicks,GET,admin_business_os_advertising_list_clicks,19823,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/creatives,GET,admin_business_os_advertising_list_creatives,19636,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/creatives/<creative_id>,GET,admin_business_os_advertising_get_creative,19650,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/creatives/<creative_id>/readiness,GET,admin_business_os_advertising_creative_readiness,19661,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/creatives/<creative_id>/review,POST,admin_business_os_advertising_review_creative,19674,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/deliveries,GET,admin_business_os_advertising_list_deliveries,19774,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/deliveries/<delivery_id>,GET,admin_business_os_advertising_get_delivery,19793,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/funding,GET,admin_business_os_advertising_list_funding,19446,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/impressions,GET,admin_business_os_advertising_list_impressions,19804,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/advertising/operations,GET,admin_business_os_advertising_list_operations,19482,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/entitlements/explain,GET,admin_business_os_entitlement_explain,18695,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/entitlements/grant,POST,admin_business_os_entitlement_grant,18607,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/entitlements/revoke,POST,admin_business_os_entitlement_revoke,18653,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/marketplace/appeals,GET,admin_business_os_marketplace_list_appeals,21795,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/marketplace/appeals/<appeal_id>/resolve,POST,admin_business_os_marketplace_resolve_appeal,21808,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/marketplace/disputes,GET,admin_business_os_marketplace_list_disputes,21721,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/marketplace/disputes/<dispute_id>/resolve,POST,admin_business_os_marketplace_resolve_dispute,21734,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/marketplace/orders,GET,admin_business_os_marketplace_list_orders,21662,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/marketplace/orders/<order_id>,GET,admin_business_os_marketplace_get_order,21677,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/marketplace/orders/<order_id>/refund,POST,admin_business_os_marketplace_refund_order,21688,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/marketplace/sellers/<user_id>/lift-restriction,POST,admin_business_os_marketplace_lift_seller,21775,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/marketplace/sellers/<user_id>/payout,GET,admin_business_os_marketplace_seller_payout,21830,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/marketplace/sellers/<user_id>/payout-note,POST,admin_business_os_marketplace_payout_note,21841,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/marketplace/sellers/<user_id>/restrict,POST,admin_business_os_marketplace_restrict_seller,21755,Operations / Admin,admin,,False,json_api,,,1
/admin/business-os/reconcile,POST,admin_business_os_reconcile,18567,Operations / Admin,admin,,False,json_api,,,1
/admin/capability-matrix,"GET,POST",admin_capability_matrix_page,87488,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/change-password,"GET,POST",admin_change_password_page,14624,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/chat-health,GET,admin_chat_health_page,30237,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/command-center,GET,admin_command_center_page,90213,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/command-center/<module_key>,GET,admin_backend_management_module_page,90409,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/command-center/account/verification,GET,admin_verification_command_center_page,13749,Operations / Admin,admin,,False,inline_html,clean_html,,2
/admin/command-center/crypto,GET,admin_crypto_command_center_page,90566,Operations / Admin,admin,,False,inline_html,admin_page_html,,2
/admin/command-center/crypto/<section_key>,GET,admin_crypto_command_center_section_page,90602,Operations / Admin,admin,,False,inline_html,admin_page_html,,2
/admin/command-logs,GET,admin_command_logs_page,23556,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/content-health,GET,admin_content_health_page,87897,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/creator-command-center,GET,admin_creator_command_center_page,91036,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/creator-command-center/<section_key>,GET,admin_creator_command_center_section_page,91074,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/creator-payouts,GET,admin_treasury_page,87280,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/treasury,12
/admin/crypto-command-center,GET,admin_crypto_command_center_page,90567,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/command-center/crypto,2
/admin/crypto-command-center/<section_key>,GET,admin_crypto_command_center_section_page,90603,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/command-center/crypto/<section_key>,2
/admin/dashboard,GET,admin_dashboard_page,14703,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/data-recovery,"GET,POST",admin_data_recovery_page,16353,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/debug/auth-test,GET,admin_debug_auth_test,24423,Operations / Admin,admin,,False,json_api,,,1
/admin/departments,GET,admin_departments_page,23176,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/departments/<int:department_id>/edit,"GET,POST",admin_department_edit_page,23214,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/departments/<slug>,"GET,POST",admin_department_page,91751,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/departments/new,"GET,POST",admin_department_new_page,23191,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/disputes,GET,admin_treasury_page,87289,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/treasury,12
/admin/economy-command-center,GET,admin_economy_command_center_page,91211,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/economy-command-center/<section_key>,GET,admin_economy_command_center_section_page,91249,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/education,GET,admin_education_page,34529,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/email-health,GET,admin_email_health_page,25965,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/emails,GET,admin_emails_page,15810,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/emails/payment,"GET,POST",admin_payment_emails_page,16449,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/emails/payment/resend/<payment_id>,POST,admin_payment_email_resend_by_payment_id,16554,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/emails/resend-confirmation,POST,admin_emails_resend_confirmation,16238,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/emails/resend-welcome,POST,admin_emails_resend_welcome,16252,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/emails/retry-failed,POST,admin_emails_retry_failed_queue,16073,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/emails/test,POST,admin_emails_test_send,16046,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/employees,GET,admin_employees_page,23053,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/employees/<int:employee_id>/edit,"GET,POST",admin_employee_edit_page,23123,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/employees/new,"GET,POST",admin_employee_new_page,23068,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/escrow,GET,admin_treasury_page,87282,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/treasury,12
/admin/fee-ledger,GET,admin_treasury_page,87281,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/treasury,12
/admin/financial-audit,GET,admin_treasury_page,87287,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/treasury,12
/admin/global-command,GET,admin_global_command_page,89742,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/global-events,GET,admin_global_events_page,90003,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/group-chat-health,GET,admin_group_chat_health_page,87688,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/groups-health,GET,admin_groups_health_page,87609,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/growth-engine,GET,admin_ads_command_center_page,91392,Operations / Admin,admin,,False,inline_html,admin_page_html,,2
/admin/intelligence-command-center,GET,admin_intelligence_command_center_page,90870,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/intelligence-command-center/<section_key>,GET,admin_intelligence_command_center_section_page,90909,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/intelligence-graph,GET,admin_intelligence_graph_page,89947,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/launch-readiness,GET,admin_backend_launch_readiness_page,91685,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/live,"GET,POST",admin_livestreams_page,88853,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/livestreams,2
/admin/live-data,GET,admin_provider_health_page,26027,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/provider-health,2
/admin/live-ops,GET,admin_live_ops_page,14825,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/livestreams,"GET,POST",admin_livestreams_page,88852,Operations / Admin,admin,,False,inline_html,admin_page_html,,2
/admin/login,"GET,POST",admin_login_page,14530,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/logout,GET,admin_logout_page,14683,Operations / Admin,admin,,False,redirect,,,1
/admin/manual-upgrade,POST,admin_manual_upgrade_route,15302,Operations / Admin,admin,,False,json_api,,,1
/admin/marketplace-command,"GET,POST",admin_marketplace_command_page,88442,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/media,GET,admin_media_diagnostics_page,88611,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/media-health,GET,admin_media_health_page,88663,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/media-moderation,GET,admin_media_moderation_page,23748,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/media-studio,GET,admin_media_studio_page,88589,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/merchant-applications,"GET,POST",admin_merchant_applications_page,88027,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/merchant-document/<int:doc_id>,GET,admin_merchant_document_file,88381,Operations / Admin,admin,,False,other,,,1
/admin/merchant-document/<int:doc_id>/review,POST,admin_merchant_document_review,88414,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/messages-health,GET,admin_messages_health_page,87723,Operations / Admin,admin,,False,inline_html,admin_page_html,,2
/admin/mobile-audit,GET,admin_mobile_audit_page,74456,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/moderation,GET,admin_moderation_page,23763,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/monetization,GET,admin_monetization_page,86960,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/monetization-health,GET,admin_monetization_health_page,87019,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/network-command-center,GET,admin_network_command_center_page,90697,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/network-command-center/<section_key>,GET,admin_network_command_center_section_page,90736,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/notification-delivery,GET,admin_notification_delivery_page,34365,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/notification-health,GET,admin_notification_health_page,26040,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/notifications,GET,admin_notifications_page,23595,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/notifications/email,GET,admin_notifications_email_page,23632,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/notifications/queue-action,POST,admin_notifications_queue_action,34401,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/notifications/test-email,POST,admin_notifications_test_email_page,23642,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/ops/search.json,GET,admin_ops_search_json,14419,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/ops/status.json,GET,admin_ops_status_json,14341,Operations / Admin,admin,,False,json_api,,,1
/admin/payments,"GET,POST",admin_payments_page,87088,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/payments-command-center,GET,admin_payments_command_center_page,87144,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/payments-health,GET,admin_payments_health_page,87055,Operations / Admin,admin,,False,inline_html,admin_page_html,,2
/admin/performance,GET,admin_performance_page,74490,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/permissions,GET,admin_permissions_page,23323,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/platform-revenue,GET,admin_treasury_page,87279,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/treasury,12
/admin/predictions,GET,admin_predictions_page,25947,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/premium-command,"GET,POST",admin_premium_command_page,74385,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/private-chat-reports,GET,admin_private_chat_reports_page,23713,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/privileges,GET,admin_privileges_page,88821,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/product-health,"GET,POST",admin_product_health_page,14868,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/profile,"GET,POST",admin_profile_page,16709,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/provider-health,GET,admin_provider_health_page,26026,Operations / Admin,admin,,False,inline_html,admin_page_html,,2
/admin/pulse-ads-review-board,GET,admin_pulse_ads_review_board_page,17664,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/pulse-ads-review-board/action,POST,admin_pulse_ads_review_board_action,17734,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/pulse-analytics,GET,admin_pulse_analytics_page,86155,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/pulse-core,GET,admin_pulse_core_page,86251,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/pulse-feed-health,"GET,POST",admin_pulse_feed_health_page,85983,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/pulse-infrastructure,GET,admin_pulse_infrastructure_page,15093,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/pulse-live,GET,admin_pulse_live_page,86219,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/pulse-moderation,"GET,POST",admin_pulse_moderation_page,85942,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/pulse-music-review,"GET,POST",admin_pulse_music_review_page,38123,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/pulse-post-debug,GET,admin_pulse_post_debug_page,86293,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/pulse-users,GET,admin_pulse_users_page,86649,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/pulse-users-health,GET,admin_pulse_users_health_page,86744,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/pulse-users/<int:user_id>,"GET,POST",admin_pulse_user_detail_page,86804,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/pulse-visibility-health,"GET,POST",admin_pulse_visibility_health_page,86086,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/pulse-worker-health,"GET,POST",admin_pulse_worker_health_page,86187,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/realtime-grid,GET,admin_realtime_grid_page,89910,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/reels-health,GET,admin_reels_health_page,87850,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/referrals,GET,admin_referrals_page,88835,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/refunds,GET,admin_treasury_page,87288,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/treasury,12
/admin/reliability,GET,admin_reliability_page,87577,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/reports,GET,admin_reports_page,23727,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/retention,GET,admin_retention_page,14847,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/revenue-analytics,GET,admin_treasury_page,87286,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/treasury,12
/admin/roast-battle,GET,admin_roast_battle_page,30179,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/roles,GET,admin_roles_page,23251,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/scam-shield,GET,admin_scam_shield_page,23572,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/security,"GET,POST",admin_security_page,23854,Operations / Admin,admin,,False,inline_html,security_label_html,,1
/admin/security-events,GET,admin_security_events_page,24091,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/seo,GET,admin_seo_page,34548,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/settings,GET,admin_settings_page,24106,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/settlements,GET,admin_treasury_page,87283,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/treasury,12
/admin/spaces-command,"GET,POST",admin_spaces_command_page,88509,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/sponsorships,"GET,POST",admin_sponsorships_page,87344,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/stripe-connect,GET,admin_treasury_page,87284,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/treasury,12
/admin/stripe-health,GET,admin_payments_health_page,87056,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/payments-health,2
/admin/stripe/repair-user-pro,POST,admin_repair_user_pro,24566,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/subscriptions,GET,admin_transactions_page,15618,Operations / Admin,admin,,False,inline_html,clean_html,/admin/transactions,2
/admin/super-users,"GET,POST",admin_super_users_page,17899,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/support,"GET,POST",admin_support_page,24124,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/support-notes,GET,admin_placeholder_page,24188,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/system,GET,admin_system_page,14884,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/system-audit,GET,admin_system_audit_page,88774,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/system-health,GET,admin_system_health_page,26001,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/system/health,2
/admin/system/<module_key>,GET,admin_system_module_page,15012,Operations / Admin,admin,,False,inline_html,clean_html,,1
/admin/system/chat-delivery,GET,admin_messages_health_page,87724,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/messages-health,2
/admin/system/claims,GET,admin_claims_page,15197,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/system/errors,GET,admin_system_errors_page,26065,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/system/health,GET,admin_system_health_page,26000,Operations / Admin,admin,,False,inline_html,admin_page_html,,2
/admin/tasks,"GET,POST",admin_tasks_page,92309,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/tasks/<int:task_id>,"GET,POST",admin_task_detail_page,92346,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
/admin/tax-center,GET,admin_treasury_page,87285,Operations / Admin,admin,,False,inline_html,admin_page_html,/admin/treasury,12
/admin/teacher-applications,"GET,POST",admin_teacher_applications_page,88256,Operations / Admin,admin,,False,inline_html,admin_page_html,,1
